               epoch;      train/box_loss;      train/obj_loss;      train/cls_loss;   metrics/precision;      metrics/recall;     metrics/mAP_0.5;metrics/mAP_0.5:0.95;        val/box_loss;        val/obj_loss;        val/cls_loss;               x/lr0;               x/lr1;               x/lr2;;;
223;            0.023248;            0.012811;           0.0020141;             0.95337;             0.90355;             0.92603;             0.71822;            0.022107;            0.021371;           0.0023773;           0.0099996;           0.0099996;           0.0099996;;;
224;            0.025837;            0.013464;           0.0023134;             0.97688;             0.85931;             0.90194;             0.69151;            0.023412;            0.024539;           0.0026317;           0.0099996;           0.0099996;           0.0099996;;;
225;            0.024317;            0.013787;            0.001965;             0.95312;             0.87306;             0.90939;             0.68723;            0.024098;            0.023188;           0.0023023;           0.0099996;           0.0099996;           0.0099996;;;
226;            0.025073;            0.012754;           0.0021782;             0.96247;             0.85002;             0.89531;              0.6543;            0.023633;            0.025147;           0.0027352;           0.0099996;           0.0099996;           0.0099996;;;
227;             0.02722;            0.014125;           0.0020779;             0.96166;              0.8816;             0.91778;             0.67853;            0.023183;            0.022018;           0.0022701;           0.0099995;           0.0099995;           0.0099995;;;
228;            0.023842;            0.011929;             0.00192;             0.98072;             0.88591;             0.92623;             0.70097;            0.021583;            0.020795;           0.0022536;           0.0099995;           0.0099995;           0.0099995;;;
229;            0.024335;            0.012698;             0.00167;             0.96585;             0.87539;             0.91666;             0.72916;            0.021008;             0.02047;           0.0021102;           0.0099995;           0.0099995;           0.0099995;;;
230;            0.026057;            0.013643;           0.0017866;             0.97855;             0.87356;             0.91831;             0.69084;            0.022397;            0.023277;            0.002054;           0.0099995;           0.0099995;           0.0099995;;;
231;               0.025;            0.013755;           0.0017673;             0.96478;             0.86456;             0.89607;             0.66886;            0.022361;            0.026935;           0.0025648;           0.0099995;           0.0099995;           0.0099995;;;
232;            0.025346;            0.013364;           0.0018656;             0.96659;             0.86345;             0.90028;             0.66308;            0.022423;             0.02577;           0.0026408;           0.0099995;           0.0099995;           0.0099995;;;
233;            0.025603;            0.012158;           0.0016444;             0.97913;             0.85898;             0.90524;             0.67004;            0.025095;            0.024993;           0.0025025;           0.0099995;           0.0099995;           0.0099995;;;
234;            0.025908;            0.013355;           0.0018927;             0.94878;             0.82534;             0.86722;             0.61725;            0.026741;             0.03136;           0.0031501;           0.0099995;           0.0099995;           0.0099995;;;
235;             0.02358;            0.012174;           0.0017809;             0.98197;             0.84759;             0.89218;             0.68352;            0.022945;            0.027673;           0.0027388;           0.0099995;           0.0099995;           0.0099995;;;
236;            0.023252;            0.013222;           0.0015698;             0.96527;             0.83004;             0.87752;             0.64902;            0.024062;            0.032354;           0.0028559;           0.0099995;           0.0099995;           0.0099995;;;
237;            0.025173;            0.013106;           0.0021164;             0.96539;             0.89794;             0.93506;             0.67543;            0.024533;            0.020803;           0.0017847;           0.0099995;           0.0099995;           0.0099995;;;
238;            0.026717;            0.013627;           0.0021692;             0.98442;             0.85028;              0.9006;             0.68703;            0.022145;            0.025481;           0.0025944;           0.0099995;           0.0099995;           0.0099995;;;
239;            0.025695;            0.012611;           0.0019141;             0.97692;              0.8639;             0.90373;             0.68603;            0.024044;            0.024703;           0.0026335;           0.0099995;           0.0099995;           0.0099995;;;
240;             0.02596;            0.013171;           0.0015406;             0.97597;             0.90054;             0.94835;             0.69711;            0.021944;             0.02045;           0.0021716;           0.0099995;           0.0099995;           0.0099995;;;
241;            0.025788;            0.012725;           0.0019008;             0.93112;             0.88315;             0.92913;             0.68386;            0.023521;            0.020941;           0.0020707;           0.0099995;           0.0099995;           0.0099995;;;
242;            0.024186;             0.01241;           0.0018451;             0.96789;             0.91838;             0.94662;             0.71762;            0.021449;            0.018054;           0.0021636;           0.0099995;           0.0099995;           0.0099995;;;
243;            0.025201;            0.013338;           0.0018243;              0.9445;             0.88157;             0.92554;             0.69308;            0.023715;            0.022028;           0.0022233;           0.0099995;           0.0099995;           0.0099995;;;
244;            0.025455;              0.0128;           0.0021683;             0.97301;             0.88202;             0.93219;             0.71902;             0.02008;            0.020211;           0.0024144;           0.0099995;           0.0099995;           0.0099995;;;
245;            0.023767;            0.012213;           0.0016242;             0.94985;             0.86278;             0.89714;             0.70058;            0.022002;            0.024681;           0.0029831;           0.0099995;           0.0099995;           0.0099995;;;
246;            0.024448;            0.012616;            0.001887;             0.98258;              0.8819;             0.92208;             0.71825;            0.021272;            0.020587;           0.0023737;           0.0099995;           0.0099995;           0.0099995;;;
247;            0.024386;            0.012129;           0.0024766;             0.97485;             0.88123;             0.92402;             0.67953;            0.020745;            0.021493;           0.0025003;           0.0099995;           0.0099995;           0.0099995;;;
248;            0.024871;            0.012778;           0.0016563;             0.93845;             0.91034;             0.94349;              0.7261;            0.021751;            0.021458;           0.0020096;           0.0099995;           0.0099995;           0.0099995;;;
249;            0.024088;            0.012267;           0.0014291;             0.97881;              0.9065;             0.95602;             0.73558;             0.02058;            0.019604;           0.0017153;           0.0099995;           0.0099995;           0.0099995;;;
250;            0.023953;            0.012455;           0.0025518;             0.98956;             0.87483;             0.92614;             0.73954;            0.020823;             0.02011;           0.0018998;           0.0099994;           0.0099994;           0.0099994;;;
251;             0.02339;            0.012646;            0.001585;             0.96894;             0.88152;             0.92501;              0.7491;            0.021564;            0.020233;           0.0023013;           0.0099994;           0.0099994;           0.0099994;;;
252;            0.023671;            0.013434;           0.0021817;             0.97321;             0.87671;              0.9251;             0.70243;            0.021478;            0.021375;           0.0022788;           0.0099994;           0.0099994;           0.0099994;;;
253;            0.023781;            0.012467;           0.0017176;             0.98107;             0.86964;             0.91811;             0.68567;            0.022399;             0.02246;           0.0021284;           0.0099994;           0.0099994;           0.0099994;;;
254;            0.024016;            0.012455;           0.0013133;             0.98428;             0.85624;             0.92074;             0.70631;            0.021889;            0.021382;            0.002169;           0.0099994;           0.0099994;           0.0099994;;;
255;            0.025208;            0.012585;           0.0015133;             0.93035;             0.86276;             0.89734;             0.70404;            0.022196;            0.025126;           0.0024519;           0.0099994;           0.0099994;           0.0099994;;;
256;            0.023325;            0.012137;             0.00175;             0.96129;             0.85468;             0.88848;             0.71102;            0.021477;            0.026392;           0.0029432;           0.0099994;           0.0099994;           0.0099994;;;
257;            0.023538;            0.012339;           0.0015638;             0.98788;             0.83774;             0.88151;             0.67245;            0.023659;            0.026228;           0.0029392;           0.0099994;           0.0099994;           0.0099994;;;
258;            0.024409;            0.012792;           0.0017613;             0.99142;             0.84767;             0.89949;             0.69261;            0.023483;            0.023746;           0.0023982;           0.0099994;           0.0099994;           0.0099994;;;
259;            0.025482;            0.012723;           0.0017804;              0.9627;             0.87977;             0.90926;             0.67851;            0.024336;            0.022772;            0.002042;           0.0099994;           0.0099994;           0.0099994;;;
260;              0.0246;            0.013002;           0.0018002;             0.97788;              0.8985;             0.93175;             0.70616;            0.023665;            0.019344;           0.0017064;           0.0099994;           0.0099994;           0.0099994;;;
261;            0.025071;            0.011816;           0.0017705;             0.96725;             0.89516;             0.91698;             0.71163;            0.022509;            0.021995;           0.0017636;           0.0099994;           0.0099994;           0.0099994;;;
262;            0.023709;            0.012067;              0.0014;             0.97857;             0.91191;             0.94453;             0.65748;            0.027051;            0.018326;           0.0014656;           0.0099994;           0.0099994;           0.0099994;;;
263;            0.024459;            0.013157;           0.0015297;             0.94569;             0.92194;             0.94467;             0.68934;            0.024594;            0.018002;           0.0016048;           0.0099994;           0.0099994;           0.0099994;;;
264;            0.023531;            0.012599;           0.0016088;             0.96856;               0.892;             0.91624;             0.70824;            0.023091;             0.01953;           0.0019168;           0.0099994;           0.0099994;           0.0099994;;;
265;            0.024669;            0.012635;           0.0018237;              0.9685;              0.8714;             0.90083;             0.69624;            0.023085;            0.022497;           0.0021574;           0.0099994;           0.0099994;           0.0099994;;;
266;            0.024991;            0.012478;           0.0016725;             0.95127;             0.87519;             0.91162;             0.70914;            0.021792;            0.022258;           0.0023202;           0.0099994;           0.0099994;           0.0099994;;;
267;            0.022654;            0.012004;           0.0014314;              0.9775;              0.8831;             0.92164;              0.7357;             0.02065;            0.021045;           0.0020567;           0.0099994;           0.0099994;           0.0099994;;;
268;            0.023072;            0.011776;           0.0014481;             0.97203;             0.87852;             0.91107;             0.71912;            0.020664;            0.021743;           0.0021378;           0.0099994;           0.0099994;           0.0099994;;;
269;            0.024336;            0.012858;            0.001768;             0.97836;             0.90441;             0.93739;              0.7156;            0.021673;            0.018723;           0.0018072;           0.0099994;           0.0099994;           0.0099994;;;
270;            0.023692;            0.012176;           0.0014124;              0.9849;             0.87573;             0.92067;             0.71528;            0.021297;            0.022656;           0.0019826;           0.0099994;           0.0099994;           0.0099994;;;
271;            0.023369;            0.012195;           0.0017336;             0.98986;             0.82897;               0.881;             0.71487;            0.020592;            0.029395;           0.0027248;           0.0099994;           0.0099994;           0.0099994;;;
272;            0.022308;            0.012218;           0.0015698;             0.99025;             0.84775;             0.88986;             0.72586;            0.021965;            0.026342;           0.0026311;           0.0099993;           0.0099993;           0.0099993;;;
273;            0.023612;            0.012642;           0.0015282;             0.97944;             0.85784;             0.90387;             0.69384;            0.022121;            0.025291;           0.0022344;           0.0099993;           0.0099993;           0.0099993;;;
274;            0.022485;            0.011963;           0.0019495;             0.96291;             0.87959;             0.91585;             0.70779;            0.021928;            0.022616;           0.0019854;           0.0099993;           0.0099993;           0.0099993;;;
275;            0.023426;            0.012213;           0.0016477;             0.98455;             0.85927;             0.91806;             0.71461;            0.021535;            0.022768;           0.0019931;           0.0099993;           0.0099993;           0.0099993;;;
276;            0.022383;            0.013185;           0.0014967;             0.97759;             0.86722;             0.90957;             0.74171;            0.020212;            0.023086;           0.0019965;           0.0099993;           0.0099993;           0.0099993;;;
277;             0.02222;            0.012411;           0.0016045;               0.971;             0.87349;             0.91623;              0.7436;            0.019635;            0.022733;           0.0020377;           0.0099993;           0.0099993;           0.0099993;;;
278;            0.023611;            0.011645;           0.0018382;             0.97185;             0.90876;             0.94379;             0.74073;            0.020243;            0.017236;           0.0016014;           0.0099993;           0.0099993;           0.0099993;;;
279;            0.023807;            0.012537;           0.0017331;             0.97455;             0.88663;             0.91967;              0.7329;            0.020331;            0.021186;           0.0018802;           0.0099993;           0.0099993;           0.0099993;;;
280;             0.02304;            0.012971;           0.0019242;             0.98375;             0.89085;             0.92395;             0.74008;            0.019545;            0.018412;           0.0016219;           0.0099993;           0.0099993;           0.0099993;;;
281;            0.022354;            0.013079;           0.0019799;             0.98574;             0.87036;             0.90676;              0.7509;            0.019106;            0.022053;           0.0019864;           0.0099993;           0.0099993;           0.0099993;;;
282;            0.023255;            0.013031;           0.0019959;             0.97441;             0.90429;             0.93145;             0.73642;            0.019977;            0.019506;           0.0019408;           0.0099993;           0.0099993;           0.0099993;;;
283;            0.022225;            0.011588;           0.0018107;             0.96491;             0.89999;             0.92314;             0.74678;            0.019128;            0.021181;           0.0020611;           0.0099993;           0.0099993;           0.0099993;;;
284;            0.020678;            0.010815;            0.001775;             0.97857;             0.86081;             0.89279;             0.72582;             0.02046;            0.024429;           0.0026557;           0.0099993;           0.0099993;           0.0099993;;;
285;            0.020711;            0.010932;           0.0017613;              0.9767;              0.8365;             0.86124;             0.69557;            0.022641;            0.030123;           0.0038262;           0.0099993;           0.0099993;           0.0099993;;;
286;             0.02131;            0.011718;           0.0019853;             0.99584;              0.8343;             0.87453;              0.7073;            0.021836;            0.028487;           0.0033176;           0.0099993;           0.0099993;           0.0099993;;;
287;            0.023492;             0.01256;           0.0022112;             0.98537;             0.84118;             0.88643;             0.69629;            0.023309;            0.027335;           0.0030787;           0.0099993;           0.0099993;           0.0099993;;;
288;            0.024695;            0.012871;           0.0016471;             0.95783;             0.90612;             0.93387;             0.71781;            0.021842;            0.019408;           0.0018851;           0.0099993;           0.0099993;           0.0099993;;;
289;            0.023974;            0.013078;           0.0018637;             0.97882;             0.90468;             0.94668;              0.7299;            0.020561;            0.017938;           0.0019843;           0.0099993;           0.0099993;           0.0099993;;;
290;            0.021929;            0.012073;           0.0016888;             0.98402;             0.87346;             0.92328;             0.73267;            0.018953;            0.020727;           0.0025449;           0.0099993;           0.0099993;           0.0099993;;;
291;            0.023427;            0.012928;           0.0018744;             0.97849;             0.86462;             0.89229;             0.73348;            0.020314;            0.024884;           0.0025122;           0.0099993;           0.0099993;           0.0099993;;;
292;            0.023569;            0.012364;           0.0020912;             0.97982;             0.86614;             0.90685;             0.71806;            0.021573;            0.023635;           0.0024678;           0.0099992;           0.0099992;           0.0099992;;;
293;            0.023619;            0.012358;           0.0017977;             0.98034;             0.87189;             0.91931;             0.72654;            0.021306;            0.021597;           0.0021493;           0.0099992;           0.0099992;           0.0099992;;;
294;            0.022349;            0.012361;           0.0013429;             0.97312;             0.86827;             0.91357;             0.71753;            0.020849;            0.022619;           0.0023682;           0.0099992;           0.0099992;           0.0099992;;;
295;            0.022603;            0.012137;            0.001408;             0.96844;             0.86527;             0.91305;             0.71924;            0.020685;            0.025784;           0.0021174;           0.0099992;           0.0099992;           0.0099992;;;
296;            0.023564;            0.012396;           0.0017916;              0.9891;             0.86168;              0.9034;             0.71881;            0.020065;            0.025838;           0.0022372;           0.0099992;           0.0099992;           0.0099992;;;
297;            0.023643;            0.012305;           0.0016832;              0.9849;             0.86009;             0.89643;              0.7261;            0.020494;            0.027987;           0.0023147;           0.0099992;           0.0099992;           0.0099992;;;
298;            0.022338;            0.011373;             0.00161;             0.99233;             0.85341;             0.88985;             0.72826;            0.021101;            0.026923;           0.0024113;           0.0099992;           0.0099992;           0.0099992;;;
299;            0.021835;            0.011289;           0.0014216;             0.98025;             0.85314;             0.89286;             0.73584;            0.020581;            0.026627;           0.0025219;           0.0099992;           0.0099992;           0.0099992;;;
300;             0.02246;            0.012134;            0.001854;             0.98631;             0.85556;             0.89559;             0.72611;            0.019892;             0.02418;           0.0022688;           0.0099992;           0.0099992;           0.0099992;;;
301;            0.022087;            0.012136;           0.0017167;             0.98976;               0.846;             0.90048;             0.73078;            0.019804;            0.023214;           0.0021683;           0.0099992;           0.0099992;           0.0099992;;;
302;            0.022888;            0.012071;           0.0013441;             0.99196;             0.83758;             0.89746;             0.71377;            0.022069;            0.023509;           0.0021986;           0.0099992;           0.0099992;           0.0099992;;;
303;            0.023057;            0.011556;            0.001589;             0.98441;             0.83729;             0.88882;              0.7276;            0.020607;            0.024877;           0.0024987;           0.0099992;           0.0099992;           0.0099992;;;
304;            0.022015;            0.012181;           0.0018271;             0.98787;              0.8375;             0.88953;             0.74051;            0.020897;            0.024419;           0.0027184;           0.0099992;           0.0099992;           0.0099992;;;
305;            0.022467;            0.012495;           0.0016264;             0.97315;              0.8725;             0.90138;             0.73017;            0.020201;            0.022634;            0.002217;           0.0099992;           0.0099992;           0.0099992;;;
306;            0.022653;            0.011875;            0.002103;             0.98632;             0.85914;             0.89286;             0.72917;            0.020875;            0.023971;           0.0020625;           0.0099992;           0.0099992;           0.0099992;;;
307;            0.022561;            0.012277;           0.0017525;             0.98762;             0.85241;             0.88449;               0.725;            0.020513;            0.025678;           0.0022313;           0.0099992;           0.0099992;           0.0099992;;;
308;            0.021172;            0.011604;           0.0016277;             0.98178;             0.84891;              0.8815;               0.713;            0.020528;            0.025232;           0.0023141;           0.0099992;           0.0099992;           0.0099992;;;
309;            0.021491;            0.010363;           0.0015919;             0.98324;              0.8458;             0.87716;             0.73112;            0.021006;            0.025626;           0.0025026;           0.0099992;           0.0099992;           0.0099992;;;
310;            0.024507;            0.012712;            0.001874;             0.97967;             0.85266;             0.88899;             0.70444;            0.022259;            0.025247;           0.0024752;           0.0099992;           0.0099992;           0.0099992;;;
311;            0.021768;            0.011228;           0.0014582;             0.97807;             0.85018;             0.88937;              0.7607;            0.019832;            0.025291;           0.0023051;           0.0099991;           0.0099991;           0.0099991;;;
312;            0.021067;            0.011068;           0.0014514;              0.9859;             0.84042;             0.88126;             0.73515;            0.020232;            0.027743;           0.0023994;           0.0099991;           0.0099991;           0.0099991;;;
313;            0.022966;            0.012449;           0.0019261;             0.98465;              0.8397;             0.88741;             0.72726;            0.020851;            0.027514;           0.0022852;           0.0099991;           0.0099991;           0.0099991;;;
314;            0.021512;            0.011805;            0.001319;             0.96835;             0.86339;              0.8913;             0.70746;            0.021544;            0.025887;           0.0024821;           0.0099991;           0.0099991;           0.0099991;;;
315;            0.022864;            0.011895;           0.0011979;             0.98762;             0.83851;             0.88982;             0.71672;            0.022858;            0.026051;           0.0026033;           0.0099991;           0.0099991;           0.0099991;;;
316;             0.02142;            0.011474;           0.0021349;             0.97953;             0.87558;             0.91205;             0.70208;            0.021824;            0.020704;           0.0022225;           0.0099991;           0.0099991;           0.0099991;;;
317;            0.023343;            0.012207;           0.0025062;             0.97081;             0.88004;             0.92753;             0.72574;            0.020752;             0.01838;           0.0019964;           0.0099991;           0.0099991;           0.0099991;;;
318;            0.022836;            0.011486;            0.001836;             0.98427;             0.91565;             0.95401;             0.73479;            0.019799;            0.016281;           0.0017533;           0.0099991;           0.0099991;           0.0099991;;;
319;            0.022513;            0.011308;           0.0018279;             0.96419;             0.92499;             0.95539;             0.74613;            0.019922;            0.016037;           0.0014852;           0.0099991;           0.0099991;           0.0099991;;;
320;            0.021841;            0.012295;           0.0016825;             0.98184;                0.92;             0.95141;             0.74225;              0.0198;            0.017149;            0.001408;           0.0099991;           0.0099991;           0.0099991;;;
321;            0.022334;            0.011574;           0.0015452;             0.98121;             0.88093;             0.92224;             0.74946;             0.01946;            0.020428;           0.0020616;           0.0099991;           0.0099991;           0.0099991;;;
322;            0.022525;            0.012074;           0.0019747;             0.95417;             0.86673;             0.89914;             0.70286;            0.022438;            0.026501;           0.0030853;           0.0099991;           0.0099991;           0.0099991;;;
323;            0.021267;            0.012241;           0.0014475;             0.96891;             0.87959;             0.92261;             0.73673;            0.020794;            0.022966;           0.0022613;           0.0099991;           0.0099991;           0.0099991;;;
324;            0.022634;             0.01205;           0.0021967;             0.99161;             0.84613;             0.89871;             0.73769;            0.019449;            0.023777;           0.0019883;           0.0099991;           0.0099991;           0.0099991;;;
325;            0.022365;            0.012577;           0.0016592;             0.98697;              0.8386;             0.87438;             0.73319;            0.019077;             0.02608;           0.0021441;           0.0099991;           0.0099991;           0.0099991;;;
326;             0.02128;            0.011707;           0.0014383;             0.99036;             0.85819;             0.91063;             0.74336;            0.019759;            0.020433;           0.0020319;           0.0099991;           0.0099991;           0.0099991;;;
327;            0.021185;            0.010789;           0.0018523;             0.98476;             0.85596;             0.90076;             0.73908;            0.019663;            0.022017;           0.0017738;           0.0099991;           0.0099991;           0.0099991;;;
328;            0.020609;            0.011022;            0.001468;             0.97921;             0.84318;             0.88128;             0.73837;            0.018956;            0.025073;           0.0022891;           0.0099991;           0.0099991;           0.0099991;;;
329;            0.020103;            0.010782;           0.0024685;             0.99124;             0.83979;             0.89895;             0.73643;            0.018287;            0.023209;           0.0021864;            0.009999;            0.009999;            0.009999;;;
330;            0.020486;            0.011694;           0.0017154;             0.98556;             0.86029;             0.90799;             0.74891;            0.018619;            0.022255;           0.0019945;            0.009999;            0.009999;            0.009999;;;
331;            0.021621;            0.011872;           0.0014867;             0.98228;              0.8705;              0.9161;              0.7605;            0.018321;            0.021491;           0.0021394;            0.009999;            0.009999;            0.009999;;;
332;            0.021916;            0.010986;           0.0012959;             0.98032;             0.85062;             0.91077;             0.72544;            0.019558;            0.023421;             0.00242;            0.009999;            0.009999;            0.009999;;;
333;            0.023013;            0.011335;           0.0013036;             0.97212;             0.84935;             0.88754;             0.72851;            0.019909;            0.025591;           0.0024524;            0.009999;            0.009999;            0.009999;;;
334;            0.021863;            0.011173;           0.0014072;             0.98179;             0.86129;              0.9014;             0.74901;            0.018591;            0.022975;           0.0023334;            0.009999;            0.009999;            0.009999;;;
335;            0.022137;            0.011661;           0.0021468;             0.97247;             0.86826;             0.90294;             0.72317;            0.020739;            0.024504;           0.0022944;            0.009999;            0.009999;            0.009999;;;
336;            0.021406;            0.012723;           0.0013807;             0.98231;             0.85455;              0.8979;             0.75133;            0.018758;            0.023155;           0.0023629;            0.009999;            0.009999;            0.009999;;;
337;            0.021128;            0.011462;           0.0017429;              0.9767;             0.86831;             0.89794;             0.73562;            0.020438;            0.023872;           0.0024313;            0.009999;            0.009999;            0.009999;;;
338;            0.022224;            0.012565;           0.0019226;             0.98993;             0.85619;             0.89305;             0.72889;            0.022084;            0.024517;           0.0024668;            0.009999;            0.009999;            0.009999;;;
339;            0.020989;            0.011861;           0.0013961;             0.99119;             0.86498;              0.9004;             0.75038;            0.018955;            0.022377;           0.0022105;            0.009999;            0.009999;            0.009999;;;
340;            0.021362;            0.011733;           0.0015507;              0.9797;             0.87373;             0.90847;             0.74634;            0.019034;            0.021537;           0.0020105;            0.009999;            0.009999;            0.009999;;;
341;            0.021155;            0.011172;           0.0015198;             0.98921;             0.86749;             0.92278;             0.75519;            0.018997;            0.019518;           0.0020797;            0.009999;            0.009999;            0.009999;;;
342;             0.02007;            0.010695;           0.0012424;             0.98508;             0.87097;              0.9081;             0.75726;            0.018641;            0.022008;           0.0026624;            0.009999;            0.009999;            0.009999;;;
343;            0.020841;            0.011588;           0.0014338;             0.99373;             0.86776;             0.91174;             0.75356;            0.018717;            0.021224;           0.0022988;            0.009999;            0.009999;            0.009999;;;
344;            0.022078;            0.010811;           0.0013772;             0.96168;             0.88965;             0.91437;             0.75512;            0.018897;            0.020548;           0.0021831;            0.009999;            0.009999;            0.009999;;;
345;            0.020932;             0.01254;           0.0018242;             0.96637;             0.88452;             0.93829;             0.76921;            0.018379;            0.019558;           0.0025914;           0.0099989;           0.0099989;           0.0099989;;;
346;            0.019803;            0.010231;           0.0013215;             0.98219;             0.85673;              0.9042;             0.73492;            0.019189;            0.023737;           0.0029157;           0.0099989;           0.0099989;           0.0099989;;;
347;            0.019899;            0.011431;           0.0016849;             0.98619;             0.83534;             0.87979;             0.74313;            0.018477;            0.026106;           0.0030679;           0.0099989;           0.0099989;           0.0099989;;;
348;            0.020686;            0.011303;           0.0018018;             0.98572;             0.82277;              0.8645;             0.69054;            0.020846;            0.029872;           0.0036037;           0.0099989;           0.0099989;           0.0099989;;;
349;            0.021797;            0.011727;           0.0018508;             0.99111;             0.83599;             0.86975;             0.72094;            0.021104;            0.026788;           0.0028416;           0.0099989;           0.0099989;           0.0099989;;;
350;            0.021424;            0.011218;           0.0012196;             0.99015;             0.82759;             0.87329;             0.72558;            0.019639;            0.027109;           0.0029271;           0.0099989;           0.0099989;           0.0099989;;;
351;            0.020973;            0.011171;           0.0011897;             0.96706;             0.84502;             0.87298;             0.69196;            0.021575;            0.026935;           0.0028663;           0.0099989;           0.0099989;           0.0099989;;;
352;            0.021609;             0.01142;           0.0015721;             0.98615;             0.83707;             0.88045;             0.72461;            0.021182;            0.025049;           0.0026343;           0.0099989;           0.0099989;           0.0099989;;;
353;            0.019882;            0.010641;           0.0014434;             0.98222;             0.84964;             0.88812;             0.74741;            0.019803;            0.024019;           0.0026878;           0.0099989;           0.0099989;           0.0099989;;;
354;            0.021189;            0.011608;           0.0013604;             0.98017;              0.8522;              0.8874;             0.73213;            0.021749;            0.024616;           0.0029226;           0.0099989;           0.0099989;           0.0099989;;;
355;            0.020294;            0.011413;           0.0014386;             0.99004;             0.86258;             0.89911;             0.75259;            0.020732;             0.02016;           0.0024864;           0.0099989;           0.0099989;           0.0099989;;;
356;            0.021862;            0.011617;           0.0014617;             0.99325;             0.87757;             0.91624;              0.7623;            0.019642;            0.018613;           0.0019738;           0.0099989;           0.0099989;           0.0099989;;;
357;            0.019497;            0.010593;           0.0014127;             0.98612;             0.88152;             0.91345;             0.78512;            0.017461;            0.019757;           0.0017485;           0.0099989;           0.0099989;           0.0099989;;;
358;            0.020134;            0.010883;           0.0013521;             0.99172;             0.87343;             0.92334;             0.77227;            0.018578;             0.01979;           0.0018247;           0.0099989;           0.0099989;           0.0099989;;;
359;            0.020587;             0.01131;           0.0013056;             0.95779;              0.9002;              0.9221;             0.76168;            0.017641;            0.020073;           0.0018048;           0.0099989;           0.0099989;           0.0099989;;;
360;            0.019768;             0.01073;           0.0011127;             0.98467;             0.88785;              0.9359;             0.78057;            0.017702;            0.019201;           0.0018469;           0.0099989;           0.0099989;           0.0099989;;;
361;            0.020925;            0.012031;           0.0015176;             0.94844;             0.93364;             0.95309;             0.79199;             0.01698;            0.017494;            0.002022;           0.0099988;           0.0099988;           0.0099988;;;
362;            0.019576;            0.010364;           0.0015063;             0.98024;             0.90465;             0.94977;             0.78273;            0.017861;            0.017745;           0.0018324;           0.0099988;           0.0099988;           0.0099988;;;
363;            0.021445;            0.011642;           0.0013823;             0.97865;             0.91265;             0.95132;             0.78978;            0.018023;            0.017632;           0.0015326;           0.0099988;           0.0099988;           0.0099988;;;
364;            0.021268;            0.010788;           0.0011586;             0.96843;             0.91823;             0.94451;             0.77104;             0.01937;            0.017501;           0.0014315;           0.0099988;           0.0099988;           0.0099988;;;
365;            0.020767;            0.010875;           0.0014409;             0.98494;             0.85902;             0.90077;               0.751;            0.018914;            0.022111;           0.0017798;           0.0099988;           0.0099988;           0.0099988;;;
366;             0.02014;            0.010452;           0.0018382;             0.95713;             0.87047;             0.89005;             0.75406;            0.019677;            0.023814;            0.002035;           0.0099988;           0.0099988;           0.0099988;;;
367;            0.023198;            0.011803;           0.0013166;             0.98932;             0.83509;             0.87025;             0.72318;            0.021334;            0.026884;           0.0027673;           0.0099988;           0.0099988;           0.0099988;;;
368;            0.022046;             0.01165;           0.0013645;             0.99613;             0.83825;              0.8813;             0.75093;             0.02092;            0.024888;           0.0024513;           0.0099988;           0.0099988;           0.0099988;;;
369;            0.020727;            0.012033;            0.001888;             0.98256;             0.84789;             0.88564;             0.74664;            0.020074;            0.023872;           0.0023985;           0.0099988;           0.0099988;           0.0099988;;;
370;            0.020171;            0.011619;            0.001496;             0.98852;             0.83561;             0.88226;             0.72643;            0.021117;            0.024972;           0.0028481;           0.0099988;           0.0099988;           0.0099988;;;
371;            0.021187;            0.011897;           0.0019873;             0.98695;             0.84214;             0.88026;             0.73188;            0.020154;            0.026778;           0.0026643;           0.0099988;           0.0099988;           0.0099988;;;
372;            0.020501;            0.010463;           0.0013533;             0.99502;             0.84329;             0.89439;              0.7419;            0.019004;            0.025142;           0.0021239;           0.0099988;           0.0099988;           0.0099988;;;
373;            0.021228;            0.011385;           0.0012079;             0.99339;             0.83952;             0.88925;             0.73536;            0.019554;            0.026203;           0.0020713;           0.0099988;           0.0099988;           0.0099988;;;
374;            0.021289;            0.010715;            0.001558;             0.98984;             0.84704;             0.88143;             0.73199;            0.019622;            0.026594;            0.002407;           0.0099988;           0.0099988;           0.0099988;;;
375;             0.02083;            0.011216;           0.0018904;             0.98849;             0.84855;             0.89146;             0.74582;            0.019616;            0.023118;           0.0021923;           0.0099988;           0.0099988;           0.0099988;;;
376;            0.020495;            0.010892;           0.0014344;             0.97881;             0.86241;             0.89875;             0.75253;            0.019226;            0.022837;           0.0022413;           0.0099988;           0.0099988;           0.0099988;;;
377;            0.020497;            0.010613;           0.0013509;             0.98607;             0.87788;             0.92773;             0.76162;             0.01873;            0.019937;            0.001955;           0.0099987;           0.0099987;           0.0099987;;;
378;            0.021875;            0.011802;           0.0015957;             0.97923;             0.88375;             0.93281;             0.77881;            0.017758;            0.019094;           0.0020561;           0.0099987;           0.0099987;           0.0099987;;;
379;            0.020216;            0.010885;           0.0016535;             0.97599;             0.88119;             0.91099;             0.77177;             0.01738;            0.021376;           0.0021086;           0.0099987;           0.0099987;           0.0099987;;;
380;            0.020044;           0.0099641;           0.0011895;             0.97285;             0.87542;             0.90636;             0.76829;             0.01807;            0.022291;            0.002118;           0.0099987;           0.0099987;           0.0099987;;;
